text,correct,predicted_native_language
"When I visited America last time, I could not become like American food.","When I visited America last time, I could not become like American food. (This sentence is weird/confusing. XD; I think you mean, ""I could not get used to American food."" or ""I could not get a taste for American food."")",Spanish
"Before I started to watch it, I was not confident in understanding black people spoken English.","Before watching it, I wasn't confident in understanding black people speaking English.(you can say black people, but in this case it would probably make more sense to say ""African Americans"")",Spanish
"I also found shopping males, English conversation schools, historical places, parks and so on.","I also found shopping males, English conversation schools, historical places, parks and so on.(""males"" is definitely of wrong spelling. I cannot remember the correct one at this moment. Maybe ""mart"", ""mall"".... You try to find yourself.)",Spanish
"However, I really would love to become able to express my opinions, thoughts and feelings in English clearly.","However, I really would love to become able to express my opinions, thoughts and feelings in English clearly. (However, I really hope I will be able to express my opinion , thoughts and feelings in English clearly.)",Spanish
"In Japan housewives are decreasing, and many married women have started to work as a part time jobber right now.","In Japan housewives are decreasing, and many married women have started to work as a part timer right now. (Forgive me if I am wrong, but I haven't heard of the term part time jobber before.)",Spanish
I had many things this year also...,"I had many things this year also... (This doesn't make sense in English. Maybe you mean ""Many things happened this year, too,"" or ""I had many things happen to me this year, too""? This makes more sense :) )",Spanish
I don't know what will I write!,"I don't know what will I write!It sounds better in English to always put the subject before the verb: I don't know what write! But a native speaker would say, ""I don't know what !""",Spanish
"Were writing not just molding raw thought into a linguistic form, but engendering through its process of expression, then writing in English can possibly give birth to a malformed thought; then I should wear new glasses from which I view another world hidden from ordinary Japanese colored glasses.","i was not just moulding raw thoughts into a linguistic form, but trying to produce new perpective to view things.It can possibly give birth to some deformed or a lateral thought! Then I might need to wear new glasses to view another world hidden from ordinary Japanese colored glasses.",Spanish
"If you don't mind my saying so, I have two points that made me disappointed.","If you don't mind my saying so, there were two points that disappointed me. -here, where you might use passive verb in Japanese, we are more likely to use the impassive voice.",Spanish
The man have killed seven women such as female student and house keepers one by one.,"OK, having now read this sentence, I can see that you meant to say ""a murderer's"" in the last one, because we are talking about a particular murderer. A man has killed seven women including a student and house keeper, one by one. If he killed ""seven women,"" then _obviously_ the student is female and you don't have to say it again. Use ""such as"" to give a list of examples: ""I like fruits, such as apples, oranges, and pares."" However, when you have an established, finite group, use ""including"" to list its members: ""I have several lang-8 friends from Korea, including Jenny and Hugo."" The sentence needs to start with ""a man"" instead of ""the man"" because you did not previously introduce the man you are talking about. When you use ""the,"" it means that both you and the listener know who ""the"" refers to.",Spanish
