text,correct,predicted_native_language
"The chicken was so small, so we had to buy enchiladas, rice and an avocado sauce, that sauce was so chilli.","The chicken was so small, so we had to buy enchiladas, rice and an avocado sauce. That sauce was so chilli. (What do you mean by 'so chilli'?)",Chinese (Mandarin)
it couldn't compared the joyment that Real Aussie Beach gave me.,it couldn't compare to the joy that the real Aussie beach gave me.,Chinese (Mandarin)
It wasn't beautiful moment but made me feel homage to all mother of nature.,"It wasn't beautiful moment but made me feel like paying homage to Mother Nature. [*** we usually use ""pay"" with homage, similar to how we say you ""pay your respects"" to someone who has died, for example. ***]",Chinese (Mandarin)
GANTZ became a movie.,"GANTZ became a movie. <==or ""GANTZ was made into a movie""",Chinese (Mandarin)
This slow motion video of a bat drinking from a pool of water was made by German scientists xxxx and yyyy(name).,"This slow motion video of a bat drinking from a pool of water was made by German scientists Stefan Greif and Bjorn Siemers(name). (I wasn't completely sure I understood the names, either, but they are shown at the end of the video, so that's where I got the spellings. ;))",Chinese (Mandarin)
::Does as many as have some meaning?,"""As many as"", emphasizes on the largeness of the amount. When you hear the latter, you might think ""Oh well, only 10yen."" but if your hear the phrase with ""as many as or as much as"" you would think ""Hell no!""",Chinese (Mandarin)
I've searched online resource of W&S and tried a lot.,I've searched for online resources in writing and speaking and I have practiced a lot.,Chinese (Mandarin)
"June is a rainy season in Japan,so I'd like to enjoy this nice morning now before June comes.","June is rainy in Japan,so I'd like to enjoy these nice mornings before June comes. (OR: June is rainy in Japan, so I'd like to enjoy these nice mornings while they last.)",Chinese (Mandarin)
"On last Saturday evening,I got the news of a fatal collision between two bullet trains in Wen-zhou which at least caused 35 people died and 192 people injured.","Last Saturday evening I got the news of a fatal collision between two bullet trains in Wen-zhou, in which at least 35 people died and 192 people were injured.",Chinese (Mandarin)
"In conclusion , To sum up, due to the analysis mentioned above, we can safely make a conclusion that movies have a lot of advantages and could bring plenty of benefits for us","To sum up, we can safely conclude that movies have a lot of advantages and could bring plenty of benefits for us. Here is a good example of how you can simplify your sentence. First of all, you had THREE different opening phrases to your concluding sentence! Choose either ""in conclusion"", ""to sum up"" or, ""due to the above analysis"", not all three. They all mean the same thing! For you I chose ""to sum up"" in order to avoid saying ""conclude"" again too quickly. Also ""make a conclusion"" can be simplified to ""conclude"".",Chinese (Mandarin)
"Pocky day is eat the pocky in everyone, so shop was sold out it.","Everyone eats pocky on Pocky Day, so shop was sold out it.",Chinese (Mandarin)
"today i am be a member of Lang-8,so i feeling good.","Today I joined Lang-8, so I am feeling good.",Chinese (Mandarin)
"""You don't need to cry, thank to you visited God, I have been able to become a human.""","""You don't need to cry. Because you visited God (at the shrine), I have been able (or was able) to become human."" (this one sounds more natural but you could also say, ""Thanks to you visiting God"")",Chinese (Mandarin)
I often see a dream that I'm situated in a crowd and I'm greatly wanting to go to lavatory but I'm intentionally obstructed from getting the lavatory by the crowd however I strive.,"I often have these dreams... where I'm in a crowd (of people) and I really want to go to the toliet, but no matter how hard I try, I'm deliberally surrounded.",Chinese (Mandarin)
But he doesn't come to meet me at there since I'm always in my house now and go out only a short time.,"But he doesn't come to meet me there since I'm always in my house now and go out only a short time. (""At"" is used when your are talking about a specific place. Ex. meet me at the door.)",Chinese (Mandarin)
"If you sell here, you must get franchise.","If you sell here, you must get franchised. If you sell here, you must purchase franchise rights. etc etc Franchise usually means owning or borrowing the right to use a name. The New York Yankees are the most successful franchise in baseball. We are happy to welcome the new Kobe location into the Sukiya franchise.",Chinese (Mandarin)
"Native speakers often seem to use it for ""t"" sound.","Native speakers often seem to use it for ""t"" sound. The glottal stop is common in the U.K. but not the USA. I don't know if the Aussies use it, but they might since their version of English is much closer to their native England. I understand it if I'm watching UK TV or movies. Danish has the glottal stop, too, and seems to be related to pronunciation of the letter ""t"" but its use seems more random (to me).",Chinese (Mandarin)
"Frankly, that surprised me: there are so many both English native speakers and learners on this site and the only group about word usage doesn't seem to be alive?","Frankly, that surprised me: there are so many native speakers and learners of English on this site, but the only group about word usage doesn't seem to be alive? [Putting ""of English"" after the two noun phrases ""native speakers"" and ""learners"" makes it a little more clear that it modifies both phrases. The word ""both"" is not needed. If you want it for emphasis, you probably need to repeat some of the other words: ""There are both so many native speakers of English, and so many English learners...""]",Chinese (Mandarin)
