text,correct,predicted_native_language
"So,I keep it my mind that I will never post such ones:)","So, I`ve decided that I will never post such false stories.",Chinese (Mandarin)
"And at the final event,the class relay races,we won the first prize and broke the record.","However, in the final event,the class relay races,we won the first prize and broke the record. (However contrasts this sentence with the last one where you were disappointed).",Chinese (Mandarin)
I watched High School Musical with my friends at my house yesterday.,"I watched High School Musical with my friends at my house yesterday. Good! You could also say... ""My friends and I watched High School Musical at my house yesterday."" it sounds more fluid.",Chinese (Mandarin)
I'll go to the driving school.,I'll go to the driving school to study about traffic. (what do you mean by study traffic schools?),Chinese (Mandarin)
"When I had loged in, I thought that it's new world to learn languages.","When I logged in, it semed like a whole new world of language learning.",Chinese (Mandarin)
Because I almost understood that what they say in Korean even they made mistaking to write.,"because I could almost understand everything they say in Korean even though it wasn't perfect. (You need to join these two sentences because ""because"" makes this one a dependent clause.)",Chinese (Mandarin)
"It seems that the truths do not have unified standard for most of the time now, and it depends heavily on the assumptions and basis.","It seems that the truths do not have unified standards most of the time. They depend heavily on assumptions and [Use a different word for basis, it has no meaning in this sentence.]",Chinese (Mandarin)
"Sometimes by typing my sentences in, I want to check out whether the native speakers have the same usage.","Sometimes I type my sentences in to check out whether the native speakers use the same wording. (OR ""write the same way.)",Chinese (Mandarin)
"She told us that Haerbing city was more deserter than she thought,and she was very missing the life in Shanghai city.","She told us that Haerbing city was more arid than she thought, and she was missing her life in Shanghai city a lot. (In English a deserter is a coward who runs away from battle. You should use the word arid instead)",Chinese (Mandarin)
I had a dual sitiznship both Japanese and Indian until 22-year-old.,I had a dual sitiznship both Japanese and Indian until 22-year-old. I had dual citizenship with Japan and India until I was 22 years old.,Chinese (Mandarin)
"I could make a lot of friends who were from a variety of cuntries such as chinese, korean,cuban and Canadian which was so exciting for me to communicate with them.","I could make a lot of friends who were from a variety of cuntries such as chinese, korean,cuban and Canadian which was so exciting for me to communicate with them. I made a lot of friends from a variety of countries like China, Korea, Cuba, and Canada, and it was exciting for me to communicate with all of them.",Chinese (Mandarin)
"Today, I tried to way of Engish study kind of ""dictation"".","Today, I tried to way of Engish study kind of ""dictation"". Today I tried to study English through ""Dictation.""",Chinese (Mandarin)
"I'll write diary about Bali this night, so I write about today weather.","I'll write a diary about Bali tonight, so I will write about today's weather. (Tonight I will write a diary about Bali, but right now I'll write about today's weather.)",Chinese (Mandarin)
"In my memories, few years ago, Tokyo had snow every year.","In my memories of a few years ago, Tokyo had snow every year. (I remember that a few years ago, it snowed every year in Tokyo.)",Chinese (Mandarin)
but despite that it lift spirits!!,but despite that it lifts my spirits (is uplifting for me)!!,Chinese (Mandarin)
"Actually there is temples of Orthodox Christianity (of course this church has privilege), Catholic church (I know only one, although maybe there is else one in somewhere, I don't sure), Protestant churches, Mosques, and in internet I read that there was building synagogue from 1998year in Novosibirsk, but I didn't find it on map.","Actually there are temples of Orthodox Christianity (of course this church has privilege), a Catholic Church (I know only one, although there may be one somewhere else , I don't know for sure), Protestant churchesand Mosques. On the Internet, I read that there was a synagogue being built in 1998, in Novosibirsk, but I didn't find it on the map.",Chinese (Mandarin)
"Genry undersatanded he ran to the manager and the manager called to a police, but his was tired and unusual dinner had influenced on him.","Henry understood that he ran to the manager, and that the manager called the police, but he was tired and the unusual dinner had affected him.",Chinese (Mandarin)
"Every time,it was broken after repaired for several hours later.",It breaks every time after a few hours of its repair.,Chinese (Mandarin)
"I'm not studying towards a specific target but for myself, just for the feeling of learning and improving my acquired languages and of course to share my native language and help those of you who are studying German :)","I'm not studying towards a specific goal, but just the feeling of learning and improving my target languages and of course sharing my native language and helping those of you who are studying German is enough for me :)",Chinese (Mandarin)
