native,classified_errors,error_counts
Spanish,"[('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'could', 'AUX', 'I', 'PRON'), ('Verb Error', 'help', 'VERB', 'could', 'AUX'), ('Verb Error', 'you', 'PRON', 'help', 'VERB'), ('Pronoun Error', '!', 'PUNCT', 'you', 'PRON'), ('Pronoun Error', 'I', 'PRON', '!', 'PUNCT'), ('Pronoun Error', 'also', 'ADV', 'I', 'PRON'), ('Verb Error', 'started', 'VERB', 'also', 'ADV'), ('Verb Error', 'japanese', 'PROPN', 'learning', 'VERB'), ('Preposition Error', 'by', 'ADP', 'japanese', 'PROPN'), ('Preposition Error', 'my', 'PRON', 'by', 'ADP'), ('Adjective Error', 'own', 'ADJ', 'my', 'PRON'), ('Adjective Error', 'recently', 'ADV', 'own', 'ADJ'), ('Other Error', '.', 'PUNCT', 'recently', 'ADV'), ('Verb Error', 'Feel', 'VERB', '.', 'PUNCT'), ('Verb Error', 'free', 'ADJ', 'Feel', 'VERB'), ('Adjective Error', 'to', 'PART', 'free', 'ADJ'), ('Verb Error', 'text', 'VERB', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'text', 'VERB'), ('Pronoun Error', '.', 'PUNCT', 'me', 'PRON')]","Counter({'Verb Error': 8, 'Pronoun Error': 6, 'Adjective Error': 3, 'Preposition Error': 2, 'Other Error': 1})"
Spanish,[],Counter()
Spanish,"[('Adjective Error', 'Swedish', 'ADJ', 'Swedish', 'PROPN'), ('Noun Error', 'aswell', 'NOUN', 'as', 'ADV'), ('Other Error', '.', 'PUNCT', 'well', 'ADV'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'really', 'ADV', 'I', 'PRON'), ('Adjective Error', 'interested', 'ADJ', 'really', 'ADV'), ('Adjective Error', 'av', 'PROPN', 'interested', 'ADJ'), ('Noun Error', 'languages', 'NOUN', 'in', 'ADP'), ('Verb Error', 'exchange', 'VERB', 'languages', 'NOUN'), ('Noun Error', 'and', 'CCONJ', 'exchange', 'NOUN'), ('Verb Error', 'learning', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'about', 'ADP', 'learning', 'VERB'), ('Preposition Error', 'your', 'PRON', 'about', 'ADP'), ('Noun Error', 'cultures', 'NOUN', 'your', 'PRON'), ('Noun Error', '.', 'PUNCT', 'cultures', 'NOUN'), ('Verb Error', 'Let', 'VERB', '.', 'PUNCT'), ('Verb Error', 'me', 'PRON', 'Let', 'VERB'), ('Verb Error', 'know', 'VERB', 'me', 'PRON'), ('Verb Error', 'if', 'SCONJ', 'know', 'VERB'), ('Pronoun Error', 'you', 'PRON', 'if', 'SCONJ'), ('Verb Error', 'want', 'VERB', 'you', 'PRON'), ('Verb Error', 'exchange', 'NOUN', 'want', 'VERB'), ('Noun Error', 'languages', 'NOUN', 'to', 'PART'), ('Verb Error', 'with', 'ADP', 'exchange', 'VERB'), ('Noun Error', 'me', 'PRON', 'languages', 'NOUN'), ('Preposition Error', '!', 'PUNCT', 'with', 'ADP')]","Counter({'Verb Error': 10, 'Noun Error': 7, 'Adjective Error': 3, 'Pronoun Error': 3, 'Preposition Error': 2, 'Other Error': 1})"
Spanish,[],Counter()
Spanish,[],Counter()
Spanish,"[('Other Error', ',', 'PUNCT', 'and', 'CCONJ')]",Counter({'Other Error': 1})
Spanish,"[('Verb Error', 'want', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'want', 'VERB'), ('Verb Error', 'improve', 'VERB', 'to', 'PART'), ('Verb Error', 'English', 'PROPN', 'improve', 'VERB'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Verb Error', 'meet', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'people', 'NOUN', 'meet', 'VERB')]","Counter({'Verb Error': 6, 'Other Error': 1})"
Spanish,"[('Pronoun Error', 'i', 'PRON', ',', 'PUNCT'), ('Verb Error', 'm', 'VERB', 'I', 'PRON'), ('Preposition Error', 'from', 'ADP', ""'m"", 'AUX'), ('Preposition Error', 'Valencia', 'PROPN', 'from', 'ADP'), ('Other Error', 'and', 'CCONJ', 'Valencia', 'PROPN'), ('Other Error', ""I'am"", 'PROPN', 'and', 'CCONJ'), ('Verb Error', 'studying', 'VERB', 'I', 'PRON'), ('Other Error', 'english', 'PROPN', ""'ve"", 'AUX'), ('Preposition Error', 'for', 'ADP', 'been', 'AUX'), ('Verb Error', 'long', 'ADJ', 'studying', 'VERB'), ('Noun Error', 'time', 'NOUN', 'english', 'PROPN'), ('Preposition Error', '.', 'PUNCT', 'for', 'ADP'), ('Pronoun Error', 'I', 'PRON', 'a', 'DET'), ('Adjective Error', 'have', 'AUX', 'long', 'ADJ'), ('Verb Error', 'had', 'VERB', 'time', 'NOUN'), ('Adjective Error', 'several', 'ADJ', '.', 'PUNCT'), ('Noun Error', 'conversation', 'NOUN', 'I', 'PRON'), ('Noun Error', 'exchanges', 'NOUN', 'have', 'AUX'), ('Verb Error', 'and', 'CCONJ', 'had', 'VERB'), ('Adjective Error', 'I', 'PRON', 'several', 'ADJ'), ('Verb Error', 'think', 'VERB', 'conversation', 'NOUN'), ('Noun Error', 'it', 'PRON', 'exchanges', 'NOUN'), ('Other Error', 'is', 'AUX', 'and', 'CCONJ'), ('Pronoun Error', 'a', 'DET', 'I', 'PRON'), ('Verb Error', 'great', 'ADJ', 'think', 'VERB'), ('Noun Error', 'way', 'NOUN', 'it', 'PRON'), ('Other Error', 'to', 'PART', 'is', 'AUX'), ('Verb Error', 'learn', 'VERB', 'a', 'DET'), ('Adjective Error', 'a', 'DET', 'great', 'ADJ'), ('Other Error', '.', 'PUNCT', 'to', 'PART'), ('Verb Error', 'I', 'PRON', 'learn', 'VERB'), ('Verb Error', 'want', 'VERB', 'a', 'DET'), ('Noun Error', 'to', 'PART', 'language', 'NOUN'), ('Verb Error', 'practice', 'VERB', '.', 'PUNCT'), ('Verb Error', 'english', 'PROPN', 'want', 'VERB'), ('Verb Error', 'spoken', 'VERB', 'to', 'PART'), ('Verb Error', 'and', 'CCONJ', 'practice', 'VERB'), ('Other Error', 'will', 'AUX', 'english', 'PROPN'), ('Verb Error', 'be', 'AUX', 'spoken', 'VERB'), ('Adjective Error', 'happy', 'ADJ', 'and', 'CCONJ'), ('Pronoun Error', 'if', 'SCONJ', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'will', 'AUX'), ('Verb Error', 'help', 'VERB', 'happy', 'ADJ'), ('Adjective Error', 'other', 'ADJ', 'if', 'SCONJ'), ('Noun Error', 'persons', 'NOUN', 'I', 'PRON'), ('Other Error', 'to', 'PART', 'can', 'AUX'), ('Noun Error', 'spanish', 'NOUN', 'other', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'people', 'NOUN'), ('Pronoun Error', 'I', 'PRON', 'to', 'PART'), ('Verb Error', 'reeding', 'VERB', 'I', 'PRON'), ('Verb Error', 'books', 'NOUN', 'like', 'VERB'), ('Noun Error', 'and', 'CCONJ', 'sports', 'NOUN'), ('Noun Error', 'computers', 'NOUN', ',', 'PUNCT'), ('Verb Error', '.', 'PUNCT', 'reading', 'VERB')]","Counter({'Verb Error': 19, 'Noun Error': 11, 'Other Error': 8, 'Pronoun Error': 6, 'Adjective Error': 6, 'Preposition Error': 4})"
Spanish,[],Counter()
Spanish,"[('Verb Error', 'to', 'PART', 'improve', 'VERB'), ('Verb Error', 'improve', 'VERB', 'my', 'PRON'), ('Verb Error', 'my', 'PRON', 'speaking', 'VERB'), ('Verb Error', 'speaking', 'VERB', 'english', 'PROPN'), ('Other Error', 'english', 'PROPN', 'and', 'CCONJ'), ('Pronoun Error', 'and', 'CCONJ', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'can', 'AUX'), ('Verb Error', 'can', 'AUX', 'help', 'VERB'), ('Verb Error', 'help', 'VERB', 'them', 'PRON'), ('Verb Error', 'them', 'PRON', 'improve', 'VERB'), ('Pronoun Error', 'to', 'PART', 'their', 'PRON'), ('Verb Error', 'improve', 'VERB', 'Spanish', 'PROPN'), ('Pronoun Error', 'their', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'Spanish', 'PROPN', 'I', 'PRON'), ('Other Error', '.', 'PUNCT', 'am', 'AUX'), ('Pronoun Error', 'I', 'PRON', 'a', 'DET'), ('Adjective Error', 'am', 'AUX', 'Spanish', 'ADJ'), ('Adjective Error', 'an', 'DET', 'native', 'ADJ'), ('Noun Error', 'Spanish', 'ADJ', 'speaker', 'NOUN'), ('Adjective Error', 'native', 'ADJ', '.', 'PUNCT'), ('Noun Error', 'speaker', 'NOUN', 'I', 'PRON'), ('Verb Error', '.', 'PUNCT', 'look', 'VERB'), ('Pronoun Error', 'I', 'PRON', 'forward', 'ADV'), ('Preposition Error', 'am', 'AUX', 'to', 'ADP'), ('Preposition Error', 'forward', 'ADV', 'with', 'ADP'), ('Verb Error', 'speaking', 'VERB', 'you', 'PRON'), ('Preposition Error', 'with', 'ADP', '.', 'PUNCT')]","Counter({'Verb Error': 10, 'Pronoun Error': 7, 'Adjective Error': 3, 'Preposition Error': 3, 'Other Error': 2, 'Noun Error': 2})"
Spanish,"[('Verb Error', 'm', 'VERB', 'am', 'AUX'), ('Verb Error', 'hmu', 'VERB', 'hmu', 'NOUN')]",Counter({'Verb Error': 2})
Spanish,"[('Adjective Error', 'English', 'ADJ', 'of', 'ADP'), ('Noun Error', 'language', 'NOUN', 'English', 'ADJ'), ('Noun Error', 'quickly', 'ADV', 'language', 'NOUN'), ('Other Error', ',', 'PUNCT', 'quickly', 'ADV'), ('Preposition Error', 'for', 'ADP', ',', 'PUNCT'), ('Preposition Error', 'my', 'PRON', 'for', 'ADP'), ('Noun Error', 'job', 'NOUN', 'my', 'PRON'), ('Noun Error', '...', 'PUNCT', 'job', 'NOUN'), ('Other Error', 'and', 'CCONJ', '.', 'PUNCT'), ('Pronoun Error', 'I', 'PRON', 'And', 'CCONJ'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Verb Error', 'starting', 'VERB', ""'m"", 'AUX'), ('Verb Error', 'to', 'PART', 'starting', 'VERB'), ('Verb Error', 'study', 'VERB', 'to', 'PART'), ('Verb Error', 'Russian', 'ADJ', 'study', 'VERB'), ('Noun Error', 'language', 'NOUN', 'Russian', 'PROPN')]","Counter({'Noun Error': 5, 'Verb Error': 4, 'Other Error': 2, 'Preposition Error': 2, 'Pronoun Error': 2, 'Adjective Error': 1})"
Spanish,[],Counter()
Spanish,[],Counter()
Spanish,"[('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Other Error', 'a', 'DET', ""'m"", 'AUX'), ('Adjective Error', 'spanish', 'ADJ', 'a', 'DET'), ('Noun Error', 'speaker', 'NOUN', 'native', 'ADJ'), ('Noun Error', 'but', 'CCONJ', 'speaker', 'NOUN'), ('Pronoun Error', 'I', 'PRON', 'but', 'CCONJ'), ('Verb Error', 'love', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'love', 'VERB'), ('Verb Error', 'learn', 'VERB', 'to', 'PART'), ('Verb Error', 'languages', 'NOUN', 'learn', 'VERB'), ('Noun Error', ',', 'PUNCT', 'languages', 'NOUN'), ('Pronoun Error', 'My', 'PRON', '.', 'PUNCT'), ('Noun Error', 'level', 'NOUN', 'My', 'PRON'), ('Noun Error', 'un', 'PROPN', 'level', 'NOUN'), ('Preposition Error', 'English', 'PROPN', 'of', 'ADP'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Other Error', 'french', 'PROPN', 'and', 'CCONJ'), ('Other Error', 'is', 'AUX', 'French', 'PROPN'), ('Noun Error', 'B2', 'NOUN', 'is', 'AUX'), ('Noun Error', ',', 'PUNCT', 'B2', 'NOUN'), ('Other Error', 'do', 'AUX', ',', 'PUNCT'), ('Other Error', ""n't"", 'PART', 'do', 'AUX'), ('Verb Error', 'hesitate', 'VERB', ""n't"", 'PART'), ('Verb Error', 'and', 'CCONJ', 'hesitate', 'VERB'), ('Verb Error', 'practice', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'with', 'ADP', 'practice', 'VERB'), ('Preposition Error', 'me', 'PRON', 'with', 'ADP')]","Counter({'Verb Error': 8, 'Noun Error': 7, 'Other Error': 6, 'Pronoun Error': 4, 'Preposition Error': 2, 'Adjective Error': 1})"
Spanish,[],Counter()
Spanish,[],Counter()
Spanish,"[('Pronoun Error', 'Ill', 'PROPN', 'I', 'PRON'), ('Noun Error', 'travel', 'NOUN', 'will', 'AUX'), ('Verb Error', 'to', 'ADP', 'travel', 'VERB'), ('Preposition Error', 'Canada', 'PROPN', 'to', 'ADP'), ('Adjective Error', 'next', 'ADJ', 'Canada', 'PROPN'), ('Noun Error', 'year', 'NOUN', 'next', 'ADJ'), ('Noun Error', 'and', 'CCONJ', 'year', 'NOUN'), ('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', 'would', 'AUX', 'I', 'PRON'), ('Adjective Error', 'glad', 'ADJ', 'be', 'AUX'), ('Adjective Error', 'if', 'SCONJ', 'glad', 'ADJ'), ('Pronoun Error', 'you', 'PRON', 'if', 'SCONJ'), ('Verb Error', 'help', 'VERB', 'you', 'PRON'), ('Verb Error', 'me', 'PRON', 'helped', 'VERB'), ('Pronoun Error', 'to', 'PART', 'me', 'PRON'), ('Pronoun Error', 'It', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'is', 'AUX', 'it', 'PRON'), ('Other Error', 'a', 'DET', 'is', 'AUX'), ('Noun Error', 'pleasure', 'NOUN', 'a', 'DET'), ('Noun Error', 'for', 'SCONJ', 'pleasure', 'NOUN'), ('Pronoun Error', 'me', 'PRON', 'for', 'SCONJ'), ('Pronoun Error', 'to', 'PART', 'me', 'PRON'), ('Verb Error', 'help', 'VERB', 'to', 'PART'), ('Verb Error', 'you', 'PRON', 'help', 'VERB'), ('Preposition Error', 'with', 'ADP', 'you', 'PRON'), ('Preposition Error', 'your', 'PRON', 'with', 'ADP'), ('Adjective Error', 'Spanish', 'ADJ', 'your', 'PRON'), ('Adjective Error', 'as', 'ADV', 'Spanish', 'ADJ'), ('Other Error', 'and', 'CCONJ', 'well', 'ADV'), ('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Verb Error', 'have', 'VERB', 'I', 'PRON'), ('Verb Error', 'no', 'DET', 'have', 'VERB'), ('Noun Error', 'problem', 'NOUN', 'no', 'DET'), ('Noun Error', 'with', 'ADP', 'problem', 'NOUN'), ('Preposition Error', 'the', 'DET', 'with', 'ADP'), ('Noun Error', 'time', 'NOUN', 'the', 'DET'), ('Noun Error', '.', 'PUNCT', 'difference', 'NOUN')]","Counter({'Pronoun Error': 10, 'Noun Error': 9, 'Verb Error': 7, 'Adjective Error': 5, 'Preposition Error': 4, 'Other Error': 2})"
Spanish,"[('Adjective Error', 'muy', 'ADJ', 'a', 'DET')]",Counter({'Adjective Error': 1})
Spanish,[],Counter()
Spanish,"[('Other Error', 'A1', 'PROPN', 'an', 'DET'), ('Noun Error', 'level', 'NOUN', 'A1', 'PROPN'), ('Noun Error', '.', 'PUNCT', 'level', 'NOUN'), ('Preposition Error', 'In', 'ADP', '.', 'PUNCT'), ('Noun Error', 'addition', 'NOUN', 'In', 'ADP'), ('Noun Error', ',', 'PUNCT', 'addition', 'NOUN'), ('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'am', 'AUX', 'I', 'PRON'), ('Other Error', 'a', 'DET', 'am', 'AUX'), ('Adjective Error', 'native', 'ADJ', 'a', 'DET'), ('Noun Error', 'speaker', 'NOUN', 'Spanish', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'speaker', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'want', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'want', 'VERB'), ('Verb Error', 'improve', 'VERB', 'to', 'PART'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Pronoun Error', 'English', 'PROPN', 'my', 'PRON'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Other Error', 'French', 'PROPN', 'and', 'CCONJ'), ('Other Error', '.', 'PUNCT', 'French', 'PROPN')]","Counter({'Noun Error': 6, 'Other Error': 5, 'Pronoun Error': 4, 'Verb Error': 4, 'Preposition Error': 1, 'Adjective Error': 1})"
Spanish,"[('Other Error', 'the', 'DET', 'Spanish', 'PROPN'), ('Other Error', 'Spanish', 'PROPN', 'and', 'CCONJ'), ('Other Error', 'and', 'CCONJ', 'any', 'DET'), ('Noun Error', 'any', 'DET', 'questions', 'NOUN'), ('Noun Error', 'question', 'NOUN', 'about', 'ADP'), ('Preposition Error', 'about', 'ADP', 'the', 'DET'), ('Other Error', 'the', 'DET', 'psniahs', 'X'), ('Noun Error', 'psniahs', 'X', 'country', 'NOUN'), ('Noun Error', 'country', 'NOUN', '/', 'SYM'), ('Noun Error', '/', 'SYM', 'culture', 'NOUN'), ('Noun Error', 'culture', 'NOUN', 'you', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'might', 'AUX'), ('Verb Error', 'might', 'AUX', 'have', 'VERB'), ('Verb Error', 'have', 'VERB', '.', 'PUNCT')]","Counter({'Noun Error': 6, 'Other Error': 4, 'Verb Error': 2, 'Preposition Error': 1, 'Pronoun Error': 1})"
Spanish,"[('Pronoun Error', 'i', 'PRON', ',', 'PUNCT'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Adjective Error', 'interested', 'ADJ', ""'m"", 'AUX'), ('Adjective Error', 'to', 'PART', 'interested', 'ADJ'), ('Verb Error', 'learn', 'VERB', 'to', 'PART'), ('Verb Error', 'norwegian', 'NOUN', 'learn', 'VERB'), ('Noun Error', '.', 'PUNCT', 'norwegian', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'I', 'PRON'), ('Verb Error', 'help', 'VERB', 'can', 'AUX'), ('Verb Error', 'you', 'PRON', 'help', 'VERB'), ('Preposition Error', 'with', 'ADP', 'you', 'PRON'), ('Preposition Error', 'your', 'PRON', 'with', 'ADP'), ('Adjective Error', 'spanish', 'ADJ', 'your', 'PRON'), ('Adjective Error', 'and', 'CCONJ', 'spanish', 'ADJ'), ('Adjective Error', 'italian', 'ADJ', 'and', 'CCONJ'), ('Adjective Error', '.', 'PUNCT', 'italian', 'ADJ'), ('Other Error', 'So', 'ADV', '.', 'PUNCT'), ('Other Error', 'if', 'SCONJ', 'So', 'ADV'), ('Pronoun Error', 'you', 'PRON', 'if', 'SCONJ'), ('Verb Error', 'want', 'VERB', 'you', 'PRON'), ('Verb Error', 'to', 'PART', 'want', 'VERB'), ('Verb Error', 'talk', 'VERB', 'to', 'PART'), ('Verb Error', ',', 'PUNCT', 'talk', 'VERB'), ('Other Error', 'do', 'AUX', ',', 'PUNCT'), ('Other Error', ""n't"", 'PART', 'do', 'AUX'), ('Verb Error', 'hesitate', 'VERB', ""n't"", 'PART'), ('Verb Error', 'to', 'PART', 'hesitate', 'VERB'), ('Verb Error', 'contact', 'VERB', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'contact', 'VERB'), ('Pronoun Error', '..', 'PUNCT', 'me', 'PRON')]","Counter({'Verb Error': 12, 'Pronoun Error': 6, 'Adjective Error': 6, 'Other Error': 4, 'Preposition Error': 2, 'Noun Error': 1})"
Spanish,"[('Verb Error', 'to', 'PART', 'improve', 'VERB'), ('Verb Error', 'improve', 'VERB', 'their', 'PRON'), ('Adjective Error', 'their', 'PRON', 'Spanish', 'ADJ'), ('Adjective Error', 'Spanish', 'ADJ', 'and', 'CCONJ'), ('Pronoun Error', 'and', 'CCONJ', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'would', 'AUX'), ('Adjective Error', 'be', 'AUX', 'happy', 'ADJ'), ('Adjective Error', 'happy', 'ADJ', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'learn', 'VERB'), ('Verb Error', 'learn', 'VERB', '/', 'SYM'), ('Verb Error', '/', 'SYM', 'practice', 'VERB'), ('Verb Error', 'practice', 'VERB', 'their', 'PRON'), ('Adjective Error', 'their', 'PRON', 'native', 'ADJ'), ('Noun Error', 'native', 'ADJ', 'language', 'NOUN'), ('Noun Error', 'language', 'NOUN', '.', 'PUNCT'), ('Noun Error', '.', 'PUNCT', 'Thanks', 'NOUN'), ('Noun Error', 'Thanks', 'NOUN', 'to', 'ADP'), ('Verb Error', 'to', 'ADP', 'Couchsurfing', 'VERB'), ('Verb Error', 'Couchsurfing', 'VERB', 'and', 'CCONJ'), ('Other Error', 'and', 'CCONJ', 'this', 'DET'), ('Noun Error', 'this', 'DET', 'website', 'NOUN'), ('Noun Error', 'website', 'NOUN', ',', 'PUNCT')]","Counter({'Verb Error': 8, 'Noun Error': 6, 'Adjective Error': 5, 'Pronoun Error': 2, 'Other Error': 1})"
Spanish,[],Counter()
Spanish,"[('Verb Error', 'to', 'PART', 'practise', 'VERB'), ('Verb Error', 'practise', 'VERB', 'my', 'PRON'), ('Pronoun Error', 'my', 'PRON', 'English', 'PROPN'), ('Other Error', 'English', 'PROPN', ',', 'PUNCT'), ('Pronoun Error', ',', 'PUNCT', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', ""'m"", 'AUX'), ('Other Error', 'm', 'AUX', 'really', 'ADV'), ('Adjective Error', 'really', 'ADV', 'motivated', 'ADJ'), ('Adjective Error', 'motivated', 'ADJ', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'improve', 'VERB'), ('Verb Error', 'improve', 'VERB', 'it', 'PRON'), ('Pronoun Error', 'it', 'PRON', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'do', 'AUX'), ('Other Error', 'do', 'AUX', ""n't"", 'PART'), ('Verb Error', 'nt', 'PART', 'have', 'VERB'), ('Verb Error', 'have', 'VERB', 'any', 'DET'), ('Noun Error', 'any', 'DET', 'taboos', 'NOUN'), ('Noun Error', 'taboos', 'NOUN', ',', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'so', 'SCONJ'), ('Pronoun Error', 'so', 'SCONJ', 'we', 'PRON'), ('Pronoun Error', 'we', 'PRON', 'could', 'AUX'), ('Verb Error', 'could', 'AUX', 'talk', 'VERB'), ('Verb Error', 'talk', 'VERB', 'about', 'ADP'), ('Preposition Error', 'about', 'ADP', 'everything', 'PRON'), ('Pronoun Error', 'everything', 'PRON', '.', 'PUNCT'), ('Preposition Error', '.', 'PUNCT', 'At', 'ADP'), ('Preposition Error', 'At', 'ADP', 'the', 'DET'), ('Adjective Error', 'the', 'DET', 'same', 'ADJ'), ('Noun Error', 'same', 'ADJ', 'time', 'NOUN'), ('Noun Error', 'time', 'NOUN', ',', 'PUNCT')]","Counter({'Pronoun Error': 9, 'Verb Error': 8, 'Other Error': 4, 'Noun Error': 4, 'Adjective Error': 3, 'Preposition Error': 3})"
Spanish,"[('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', 'would', 'AUX', 'I', 'PRON'), ('Verb Error', 'like', 'VERB', 'would', 'AUX'), ('Verb Error', 'to', 'PART', 'like', 'VERB'), ('Verb Error', 'improve', 'VERB', 'to', 'PART'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Pronoun Error', '""', 'PUNCT', 'my', 'PRON'), ('Noun Error', 'speak', 'NOUN', '""', 'PUNCT'), ('Noun Error', '""', 'PUNCT', 'speak', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'need', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'need', 'VERB'), ('Verb Error', 'flow', 'VERB', 'to', 'PART'), ('Verb Error', 'more', 'ADJ', 'flow', 'VERB'), ('Adjective Error', 'in', 'ADP', 'more', 'ADJ'), ('Preposition Error', 'the', 'DET', 'in', 'ADP'), ('Noun Error', 'language', 'NOUN', 'the', 'DET'), ('Noun Error', ',', 'PUNCT', 'language', 'NOUN'), ('Pronoun Error', 'we', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'we', 'PRON'), ('Verb Error', 'talk', 'VERB', 'can', 'AUX'), ('Verb Error', 'about', 'ADP', 'talk', 'VERB'), ('Preposition Error', 'any', 'DET', 'about', 'ADP'), ('Noun Error', 'topic', 'NOUN', 'any', 'DET'), ('Noun Error', '.', 'PUNCT', 'topic', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'will', 'AUX', 'I', 'PRON'), ('Adjective Error', 'happy', 'ADJ', 'be', 'AUX'), ('Adjective Error', 'to', 'PART', 'happy', 'ADJ'), ('Verb Error', 'help', 'VERB', 'to', 'PART'), ('Verb Error', 'you', 'PRON', 'help', 'VERB'), ('Pronoun Error', 'too', 'ADV', 'you', 'PRON'), ('Other Error', '.', 'PUNCT', 'too', 'ADV')]","Counter({'Verb Error': 12, 'Pronoun Error': 9, 'Noun Error': 6, 'Adjective Error': 3, 'Preposition Error': 2, 'Other Error': 1})"
Spanish,"[('Preposition Error', 'with', 'ADP', 'I', 'PRON'), ('Verb Error', 'whom', 'PRON', 'worked', 'VERB'), ('Preposition Error', 'I', 'PRON', 'as', 'ADP'), ('Other Error', 'can', 'AUX', 'a', 'DET'), ('Verb Error', 'exchange', 'VERB', 'teacher', 'NOUN'), ('Preposition Error', 'Arabic', 'PROPN', 'of', 'ADP'), ('Noun Error', ',', 'PUNCT', 'languages', 'NOUN'), ('Other Error', 'Spanish', 'PROPN', '.', 'PUNCT')]","Counter({'Preposition Error': 3, 'Verb Error': 2, 'Other Error': 2, 'Noun Error': 1})"
