text,correct,sequence,native
"""Soulshine"" by Allman Brothers Band (I don't know the original singer) is","""Soulshine"" by Allman Brothers Band (I don't know the original singer) is in fashion for me. (This isn't a phrase we use in America, but I really like the way it sounds. Now that I've seen it, I might use it. If a lot Americans start using this phrase, you can say you started a new trend. ^_^)","('PROPN', 'PUNCT', 'PRON')",Spanish
"My friend Ryu, who was a baseball club team-mate from high school got married the day before yesterday.","My friend Ryu, who was a baseball club team-mate from high school, got married the day before yesterday.","('PROPN', 'PUNCT', 'PRON')",Spanish
"From here to the middle or late July, we'll live with very wet weather.","From y now until mid or late July, we'll live with very wet weather. -- ""...we'll live with very wet weather"" is okay, but ""...we'll have very wet weather"" sounds better.","('PROPN', 'PUNCT', 'PRON')",Spanish
My wife lost her purse in the supermarket Saturday.,"Sunday, my wife lost her purse in the supermarket.","('PROPN', 'PUNCT', 'PRON')",Spanish
"My notepc can only recover to initial from HDD, which was just corrupt, hidden partition.","My PC notebook can only recover to initial from HDD, which was just corrupt, hidden partition. Trans: My PC notebook's internal HDD's hidden partition was the only thing that could be saved. It cannot go back to the initial factory settings. ???","('PROPN', 'PUNCT', 'PRON')",Spanish
It's a holiday because of it is Autummnal Equinox Day.,"It's Autummnal Equinox Day, which is a national holiday.","('PROPN', 'PUNCT', 'PRON')",Spanish
It is heavy raining today in Tokyo.,"It is raining heavily today in Tokyo. You could also say ""There is heavy rain today in Tokyo.""","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I can improve my spoken English ,what I endured now is worthy.","If I can improve my spoken English ,what I endured now is worthy. --> I don't understand what you want to write, but maybe its like this ""what I sacrificed or felt now is worthy""","('PROPN', 'PUNCT', 'PRON')",Spanish
Whistler will be held Vancouver Olympics to snowboard.,"Whistler, which will be the site of the Winter 2010 Olympics, to snowboard.","('PROPN', 'PUNCT', 'PRON')",Spanish
Whistler will be held Vancouver Olympics to snowboard.,"Whistler, which will be the site of the Winter 2010 Olympics, to snowboard.","('PROPN', 'PUNCT', 'PRON')",Spanish
"I Have Learned the Word Mildew, Thanks","ILearned the Word Mildew, Thanks (Alternative: I Now Know What Mildew Is, Thanks)","('PROPN', 'PUNCT', 'PRON')",Spanish
"Yes, tiny mildew was on the side of it.","Yeap,it was mildew, alright. . (Or you can say the above.)","('PROPN', 'PUNCT', 'PRON')",Spanish
My father was boned in Vietnam; he had a Vietnamese mother and Chinese father.,"My father was born in Vietnam; His mother is Vietnamese, father Chinese. Which contributed to my height as well as intellegience due to my diverse ethnicity.","('PROPN', 'PUNCT', 'PRON')",Spanish
"My father is 178cm tall, and I was beyond his heights when I was high school student because I also love playing ball sports such as soccer, basketball, baseball, and volleyball.","Also his stamina in sports such as, basketball (he was on the national team in Vietnam) which he played thru his college years. My father's current height is 178cm, however when I was high school student I surpassed his height greatly. Inherited his love of sports such as soccer, basketball, baseball, and volleyball which I attribute to his physical characteristics.","('PROPN', 'PUNCT', 'PRON')",Spanish
"All over the countries where I had been go to, my favorite country is Japan, I almost go to Japan for sightseeing every year.","Of all the countries I have been to, my favorite country is Japan. I go to Japan for sightseeing almost every year.","('PROPN', 'PUNCT', 'PRON')",Spanish
"By the way I received a mail but I don't know how to explain in English ,it said I have to BE A SOLDIER for one year.","By the way I received a letter, but I don't know how to explain it in English. It said I have to BE A SOLDIER for one year.","('PROPN', 'PUNCT', 'PRON')",Spanish
"By the way I received a mail but I don't know how to explain in English ,it said I have to BE A SOLDIER for one year.","By the way I received a letter, but I don't know how to explain it in English. It said I have to BE A SOLDIER for one year.","('PROPN', 'PUNCT', 'PRON')",Spanish
"and make many foreign friends if you wanna learning chinese, i can help you ^^","and people can make many foreign friends here! If you want to learn Chinese, I can help you ^^","('PROPN', 'PUNCT', 'PRON')",Spanish
"Since I had read & heard about lots of good reviews and good rating in America, I was really looking forward to see it.","Since I had read heard about lots of good reviews and good in America, I was really looking forward to it. [ When we use """", we use the ""-"" form. For example: Instead of """", we say: """" Instead of """", we say: """" Instead of """", we say: """" ]","('PROPN', 'PUNCT', 'PRON')",Spanish
"Since I had read & heard about lots of good reviews and good rating in America, I was really looking forward to see it.","Since I had read heard about lots of good reviews and good in America, I was really looking forward to it. [ When we use """", we use the ""-"" form. For example: Instead of """", we say: """" Instead of """", we say: """" Instead of """", we say: """" ]","('PROPN', 'PUNCT', 'PRON')",Spanish
"Since I had read & heard about lots of good reviews and good rating in America, I was really looking forward to see it.","Since I had read heard about lots of good reviews and good in America, I was really looking forward to it. [ When we use """", we use the ""-"" form. For example: Instead of """", we say: """" Instead of """", we say: """" Instead of """", we say: """" ]","('PROPN', 'PUNCT', 'PRON')",Spanish
"Since I had read & heard about lots of good reviews and good rating in America, I was really looking forward to see it.","Since I had read heard about lots of good reviews and good in America, I was really looking forward to it. [ When we use """", we use the ""-"" form. For example: Instead of """", we say: """" Instead of """", we say: """" Instead of """", we say: """" ]","('PROPN', 'PUNCT', 'PRON')",Spanish
Today I've seen news about obama who is next president of Unite State.,"Today I've seen news about Obama, who is the next president of United States.","('PROPN', 'PUNCT', 'PRON')",Spanish
"But many peaple inculding you like to learn Chinese or japanese, I'm korean so i can't help you directly.","But many people, including you, like to learn Chinese or Japanese. I'm Korean, so I can't help you directly.","('PROPN', 'PUNCT', 'PRON')",Spanish
"On my birthday, I received a call from Mum.","On my birthday, I received a call from Mum. You can use ""Mum"" and there's nothing incorrect about it, just keep in mind that this is British English, and Americans may change it without telling you why. ^^;","('PROPN', 'PUNCT', 'PRON')",Spanish
"Nanjing, it is very special place for me.",Nanjing is a very special place for me.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"If I success to make connection between television and Lan, I can see Youtube on it.","If I succeed in getting a connection between the television and Lan, I can watch Youtube on it. ""Success"" is a noun, ""succeed"" is the verb. For ""watch,"" you typically watch things that move, like movies. Youtube has videos on it, so you would watch YouTube like you would watch TV. You can watch things when you observe them, but to ""see"" something that is moving does not focus on what the something is doing, rather on the something. If you see a dog chasing a car, the focus is on the dog. If you watch a dog chase a car, the focus is on the dog chasing the car. Does that make sense? ^^;","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I success to make connection between television and Lan, I can see Youtube on it.","If I succeed in getting a connection between the television and Lan, I can watch Youtube on it. ""Success"" is a noun, ""succeed"" is the verb. For ""watch,"" you typically watch things that move, like movies. Youtube has videos on it, so you would watch YouTube like you would watch TV. You can watch things when you observe them, but to ""see"" something that is moving does not focus on what the something is doing, rather on the something. If you see a dog chasing a car, the focus is on the dog. If you watch a dog chase a car, the focus is on the dog chasing the car. Does that make sense? ^^;","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I success to make connection between television and Lan, I can see Youtube on it.","If I succeed in getting a connection between the television and Lan, I can watch Youtube on it. ""Success"" is a noun, ""succeed"" is the verb. For ""watch,"" you typically watch things that move, like movies. Youtube has videos on it, so you would watch YouTube like you would watch TV. You can watch things when you observe them, but to ""see"" something that is moving does not focus on what the something is doing, rather on the something. If you see a dog chasing a car, the focus is on the dog. If you watch a dog chase a car, the focus is on the dog chasing the car. Does that make sense? ^^;","('PROPN', 'PUNCT', 'PRON')",Spanish
