Unnamed: 0,native,language,text
9053,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'Italian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","My native language is armenian,russian. I would like to improve my english and french. I have a large interests."
9055,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am from Armenia, and i want to learn english with native speakers!"
9060,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I want to practice in English and Spanish. I can help instead with Russian and Armenian.
9065,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to be fluent in English, improve my speaking and writing skills. I can teach Armenian and Russian. So, if I can help somebody, It will be great."
9073,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I wanna find friends from different countries, improve my English and help people to study Russian or Armenian!"
9074,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm here for improving my spoken English skills and to help people learning Russian and even Armenian.
9078,Russian,"[{'language': 'Czech', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm George from Russia, I want to improve my English and meet new peopples all around the world!"
9081,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I live in Moscow and study English. I want to find friends to practice my English
9089,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",Hi this is a David. I am looking russian or english speking persons for improve my french
9090,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm armenian but i was borned and raised in Moscow.
9095,Spanish,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am quality engineer, and i like know new places to live in Mxico and other world places, i lived in ireland for a year, but my english conversation is very bad. I would like too much teach spanish, i think it will be very funny."
9101,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",my target is to improve my English oral and listening level.
9106,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to practice my English and find people who really value communication. If you read books, they are simply the best in this world"
11296,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Italian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","i would like to improve my English language skills and learn Italian language. I like playing soccer, watching movies and travelling around the world. Please do not hesitate to contact me because I am interested in knowing new people and excange our ideas."
11315,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would like to improve my English Speaking
11321,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my English, to find friends and know more about culture, history and customs of the countries of the world"
11328,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am here to improve my english. i can help you in practicing russian and azerbaijani. Feel free to write me a message
11342,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I need a frineds who can help me improve my speaking and i can help too if you need???
11346,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Turkish', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","I would like to improve my English,especially business English. I can help with Russian, Azerbaijani, Turkish. Unserious people please don't disturb. I wish good luck for all"
11361,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to practice my English. I can help with Russian and Azeri.
11377,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","i want to improve my english skills-i m native speaker russian, turkish also Azerbaijan"
11379,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","am native russian and azerbaijan user , i want to improve English for my work -"
11385,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","Hi  You may call me Seva  I was born in Azerbaijan but I have lived in Russia for 12 years, so I know Russian as a native language. And I'd like to improve my English and practise Spanish. Let's help each other"
11397,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would like to improve my language skills. I will be glad to talk.
11398,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi everyone,i am positive person who want to improve English, find friends. i think with me you will not be boring ,so i will be glad if i could help to someone to learn Russian or Turkish and of course same person will help me to improve my English. So, i wish to all of you good day,if you interested please write me."
11400,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my english ,therefore i'm ready to help people and i need help also."
11403,Russian,"[{'language': 'Chinese (Mandarin)', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'd like to practice my English and Chinese with someone to upgrade my skill in field of languages
11409,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]",I want to practice my english and french.
11412,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","If u wanna learn Russian with native speaker and can help me with learning English, u are welcome"
11415,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi everyone, I need to practice English with who want to learn or to improve Russian and Turkish. For me, speaking with someone is the main and direct method to learn foreign language. I am sure that we are going to help each other to do excellent practice. Thanks your attention."
11432,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Further information about me will be provided for the person who is willing to exchange conversation.
11439,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I would like to communicate in English with native speakers to increase my command of the language, and possibly to find new friends. Instead I can communicate in Russian as I have got my secondary and high education in Russian. I also speak Azerbaijani which has the linguistic affinity with Turkish."
11459,Russian,"[{'language': 'German', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",i would like to learn german
11467,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hey everyone , I am Vicky and I need to improve my English skills  I can help with Russian language back. If you need some special lexic or if you have proplems with spoken Russian i holpe i can help you  My interests are: skating, swimming , marketing, reading, TV-shows , movies. I like stories from other people life. So you can just tell how you are and your life news."
11468,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm interested in learning English and I can teach Russian to other people
11476,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my English skills because i am preparing to international exams for study abroad, i'd be happy to speak with someone who also want to improve English. And it is my 4th language, other 3 languages i speak as a native speaker"
11483,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",My future depends on knowing English
11487,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I just want to get better at English.
11489,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I would practice my English and also find new friends
